student_id,age,gender,cgpa,branch,college_tier,internships_count,projects_count,certifications_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,hackathons_participated,github_repos,linkedin_connections,mock_interview_score,attendance_percentage,backlogs,extracurricular_score,leadership_score,volunteer_experience,sleep_hours,study_hours_per_day,placement_status,salary_package_lpa
11,24,Male,6.09,IT,Tier 2,2,4,4,63.00317127,64.50684470793115,65.00567102449027,42.94107329503429,2,1,58,55.123643028913335,77.66075422040744,0,68.46736170631941,47.419074150733266,No,7.7,4,Not Placed,0
12,20,Male,8.75,CSE,Tier 1,1,1,2,86.48353703188981,56.48661967,55.06328429681574,33.22410669235484,0,6,937,69.50250050490135,77.97012844469239,0,78.72710141543502,81.28737473732144,Yes,7.6,3.3,Placed,12.59
13,20,Female,7.53,Civil,Tier 2,2,4,2,62.773294759694686,56.62367605923947,76.44645064,66.02823663356538,0,3,979,72.5064141,77.77784418,0,67.18622769408705,38.981992640990086,No,5.8,4.9,Placed,10.75
14,22,Female,7.14,CSE,Tier 2,1,0,0,44.54372451109498,73.61377308239199,62.56007315610814,58.96200622430285,0,4,142,72.40839003946655,92.33225214898567,1,82.90370783767585,41.08883822361258,Yes,5,2.8,Not Placed,0
15,21,Male,8.07,CSE,Tier 2,2,2,3,84.63097289998983,100,78.39837946,42.87649267314812,1,3,560,84.20950784952777,92.07016978749448,0,69.08336332,0.9698997049000013,Yes,6.7,5.8,Placed,16.53
16,20,Male,7.97,IT,Tier 2,2,1,0,81.12758665621429,95.59240993201412,69.97919000810371,55.06420389180754,1,3,820,59.07580586442683,98.79391702284875,1,69.51532242500369,40.371436568556064,No,6.5,2.3,Placed,14.67
17,23,Male,7.97,CSE,Tier 1,0,6,1,65.55919525924226,56.14647490296249,57.069469614221255,39.69736624913361,2,7,584,70.60499623417599,65.44220599731365,0,40.397301768739155,38.85006165228266,No,6.6,5.7,Placed,12.74
18,22,Male,8.54,Mechanical,Tier 1,0,4,3,65.90885140419914,58.484450701228425,61.548794561680026,40.473526876290194,2,4,253,82.29684642667435,84.5545141,0,61.21524502543877,48.408011021188535,No,9.3,3.1,Not Placed,0
19,19,Female,7.06,CSE,Tier 1,3,2,4,84.90546307210772,68.05601654834152,88.39155650063492,79.43756849960853,1,8,756,57.20406831529213,100,0,57.155373972465945,74.21999887088802,No,8.4,3.4,Placed,13.26
20,21,Female,7.65,IT,Tier 2,1,2,2,45.65120234228925,75.69855136,72.70811691456424,82.92335850295018,1,5,477,69.01685437581422,71.14606137,0,91.13827911404113,49.07563964307491,Yes,10,2.3,Placed,12.64
21,23,Female,8.38,IT,Tier 1,0,2,3,66.83169014076742,44.94498628745283,55.56135716043812,78.95632114525871,1,3,820,79.42179930537618,81.27836608,0,89.41009649971257,44.880400315763126,No,9,3.1,Placed,11.69
22,23,Female,8.23,ECE,Tier 3,1,3,1,72.81563666657442,30.362567917865896,59.322556919830305,66.15557353470409,0,6,753,79.8564255,83.21187792833388,0,55.34615157459224,44.059775935661975,Yes,8.5,1.8,Not Placed,0
23,19,Male,8.24,CSE,Tier 2,1,2,4,71.35429417777176,25.579946359459747,81.43761287834413,62.80152094526742,0,6,768,76.44092468124283,67.50966710230895,0,57.58381264600979,40.67980391327916,No,7.4,3,Placed,14.49
24,21,Male,7.69,Civil,Tier 2,1,1,1,66.28681178983966,79.41136503,66.85617602,61.25309796240833,0,6,489,53.95082631061423,92.98641715272849,0,61.09132029426443,61.204422463905495,No,8.5,3.4,Placed,11.78
25,22,Male,8.14,Mechanical,Tier 2,1,1,3,65.48904648370203,58.78081148402403,66.21816100157334,73.44181196833684,2,4,815,82.71813401360326,89.32104140532618,0,56.06360304681062,62.21348966581377,Yes,5.9,4.2,Placed,12.85
26,18,Female,8.51,Civil,Tier 1,2,5,0,78.25909917565022,61.31812415261769,74.69904189528988,63.55531338899093,1,2,391,64.79418075564932,69.34703753698128,1,46.72874695099367,83.91929104341602,No,7.8,3.3,Placed,15.06
27,21,Female,7.2,IT,Tier 2,1,1,0,54.76746099,57.523440481522066,51.84727491208155,44.704317857461305,2,2,739,57.24552014956966,67.78441457024648,1,50.062418917762955,36.13863864310438,Yes,8.4,2.5,Placed,12.09
28,19,Male,5.78,CSE,Tier 3,1,3,3,62.16398411199541,75.04092978691692,75.81818392572879,84.70245053,1,4,185,63.13386940060131,100,0,47.25149034938394,36.35405666464304,Yes,6.1,3.2,Placed,10.7
29,23,Female,7.9,CSE,Tier 3,4,2,1,76.74157909484458,65.45903387,36.08545193935141,55.98272762781244,0,8,770,86.44218795842346,76.72794977211296,1,53.63443362486262,19.438190577877627,No,4.5,1.2,Placed,14.45
30,22,Female,6.97,CSE,Tier 3,2,2,3,83.57515582883195,62.54005456522454,65.51344976002473,68.82142388,0,1,933,63.50549438835603,84.91591430308674,0,47.243519554911146,59.36295644595323,Yes,9.3,2.3,Placed,12.49
31,21,Male,7.28,CSE,Tier 1,0,4,3,80.56490673277857,72.23250187811038,68.21585531352018,71.39610244525882,2,2,437,78.09873093612545,78.53157090692429,1,86.53112522126301,67.53722715270492,No,8.1,3.8,Placed,16.1
32,18,Male,8.7,ECE,Tier 2,3,2,1,85.87310356501521,76.44864707119913,55.89688628199252,73.58858832879656,1,4,412,87.98797903561112,77.42492441695603,1,77.57199365188711,75.52748709042974,Yes,3.8,4.3,Placed,16.04
33,18,Male,7.93,CSE,Tier 2,1,2,4,90.99841366481434,62.79477995789291,90.50077728530681,54.98928543764394,1,4,535,70.92660797833092,73.19291662135781,0,100,29.642943058800366,No,6.6,1.1,Placed,14.8
34,20,Female,10,ECE,Tier 2,0,0,3,75.88694732807483,75.12568579277846,96.10074889689554,36.92265215849046,1,2,109,55.34266554,89.41903729596285,0,43.21278873150453,35.367379336831306,No,4.4,4.8,Not Placed,0
35,20,Male,6.2,Civil,Tier 1,1,1,3,62.60798608267936,84.07143713515707,61.54534734682916,63.23649762,2,2,908,71.93607098737967,76.34142629248383,0,90.80486785994597,59.37563049,No,7.5,4.8,Placed,10.55
36,24,Female,5.72,CSE,Tier 3,4,4,1,56.82762847660797,71.48943222864102,67.74451707210928,70.63987923233474,3,2,903,71.15241760255662,76.85864837370886,0,61.390420615155925,64.27210482215598,No,6,4.3,Placed,12.61
37,19,Female,7.33,EEE,Tier 1,1,0,8,69.48478929531313,56.57439195593764,70.02491568059604,75.34226649609282,0,5,54,68.48236377125896,100,2,81.59847396656652,40.52118276007256,No,7,4.5,Placed,12.02
38,21,Male,7.51,ECE,Tier 2,1,2,4,80.70368882950807,73.20632061778707,62.36142813199478,80.78461095846427,1,4,822,55.234967824039316,88.23967849925366,0,36.04423387023994,73.81067996745499,No,7.8,0.5,Not Placed,0
39,21,Female,6.33,ECE,Tier 2,3,3,3,50.66379453,39.56918719833415,78.43238166213055,76.00774543441976,0,4,500,70.17968089327866,83.54683637,0,84.14948567200751,28.29434981224803,No,5.5,1.4,Not Placed,0
40,24,Male,8.07,EEE,Tier 2,1,5,3,70.81958960261649,60.887894271038085,78.53575051527307,86.27552710397883,1,6,75,61.76635205559551,81.89044724,2,59.03224162966891,38.17606519585081,Yes,7.7,0.5,Placed,11.95
41,23,Male,8.39,ECE,Tier 1,1,3,2,78.17193326318557,60.48487471321574,59.897111655430834,44.415353775223934,0,6,741,83.76950866291179,80.42083293655246,0,54.64336614540398,86.71026161817446,No,8,2.9,Placed,12.6
42,23,Male,7.4,CSE,Tier 2,0,1,3,74.88610383169019,59.234587008070115,57.66008251109497,57.55302708522681,0,2,613,50.843851751574505,93.70348921615857,1,49.680488119183416,28.350268660814205,No,7.6,3.2,Not Placed,0
43,24,Male,7.8,CSE,Tier 1,2,4,0,82.90986938279158,60.42985466006326,77.51837544300791,61.43781744763052,1,3,696,88.44923407747146,83.54046483250552,0,92.76365901589517,80.74043707999469,Yes,8.9,3.7,Not Placed,0
44,23,Male,9.09,Civil,Tier 2,0,3,2,78.26851077886728,95.58228223746731,57.20301602242992,73.73732809,0,4,683,64.33994307804198,72.21362664485191,0,54.17487783017366,57.568574836744446,No,6.5,2.7,Placed,12.17
45,20,Male,7.79,CSE,Tier 1,0,6,2,89.44563797057117,68.98232062951321,74.23585821255853,59.61152383798964,1,5,117,68.34209886552736,93.75897118,0,45.43319342419024,55.73981169219597,No,8.4,2.2,Placed,15.75
46,21,Female,8.63,IT,Tier 2,1,1,0,69.13836870442015,78.51948429349383,76.70334540833643,80.05731435664953,1,6,158,85.48008755267304,74.51365836069657,1,70.36653368498452,53.79050214745881,Yes,8.3,4.1,Placed,14.83
47,24,Female,7.33,CSE,Tier 1,0,4,1,94.84455982080175,72.94190686290561,51.73336978970022,65.34791984665448,2,5,417,72.85129344492586,85.59369988578841,0,66.27431173557547,63.667988995759856,Yes,5.2,2.5,Not Placed,0
48,21,Male,8.23,Civil,Tier 2,1,1,1,44.296342180569056,40.94270267956129,55.58652438589415,69.58606884447103,0,0,652,80.95274698697185,84.71839556139291,0,78.80495637879366,62.36777982592378,Yes,6.7,3.4,Placed,14.85
49,18,Male,7,Civil,Tier 1,2,1,1,85.74154698012221,56.005117854187745,74.77813848773516,29.58704467864372,1,2,303,82.61211407504463,62.71777319158603,1,77.83949240535797,90.60835798778056,Yes,8.5,2.8,Not Placed,0
50,20,Female,6.67,Mechanical,Tier 3,7,3,2,61.813345086094195,48.46953284851484,96.67789761008567,92.65193685866451,0,5,591,78.75951952487014,72.39451989891396,0,92.22966668084523,28.237460701579753,No,5.4,2.1,Not Placed,0
51,22,Female,7.33,Civil,Tier 2,1,4,3,76.6488238,77.80708397720012,57.66867820835023,56.26831702686157,1,4,964,72.82732556922926,94.49057236911821,0,8.470221558812831,33.17614684094251,No,5.9,3.3,Placed,14.2
52,20,Male,7.38,Civil,Tier 2,2,1,3,81.52463793284255,58.45286191306533,53.67635735298886,65.76884464763705,1,4,100,85.57572754006517,72.98497455,0,57.16378506631909,81.31177181601197,No,6.1,5.3,Not Placed,0
53,24,Male,9.11,CSE,Tier 3,2,2,1,84.83458474254607,69.68452739293112,63.74895647485481,64.69108063,1,4,621,68.03736165,91.53641742452439,0,35.986266659408514,62.94419528646989,No,8.4,3.5,Placed,16.47
54,22,Male,8.77,IT,Tier 2,1,2,3,68.23081827903273,55.408702764746806,72.64060828592471,48.693311612722596,0,2,542,61.91006677,84.42136989963738,2,96.26826631360771,71.69167743741544,No,7,4.7,Placed,13.3
55,18,Female,7.42,ECE,Tier 1,1,2,0,37.045740199957564,63.23827374009999,55.146659937093034,61.12702968113519,0,3,413,56.27155494493768,81.88442573568075,0,46.38311709518935,69.45466516748888,Yes,5.8,4.3,Not Placed,0
56,24,Male,8.1,EEE,Tier 2,5,2,1,67.53633308233499,63.78661881015674,49.01877208331357,56.701913268265706,0,5,490,72.48424342134884,82.97037465050524,0,65.77917888792454,57.615424599176066,No,7.5,5.7,Not Placed,0
57,19,Female,7.3,ECE,Tier 3,1,1,1,61.08398148525758,84.24382097784384,80.91206325906782,58.57562520541028,1,4,397,76.09839712060025,58.78625325284723,1,20.296331101441943,42.696279736551645,Yes,4.8,7,Placed,13.75
58,21,Male,7.42,ECE,Tier 1,3,4,1,86.51431631812443,62.63851976677716,78.14014041155549,71.91108742123916,5,4,399,84.08068564679652,86.42505721310329,0,81.02086056277278,61.12651540607058,No,5.8,4.3,Not Placed,0
59,18,Male,6.47,ECE,Tier 2,2,2,2,69.99081058022183,68.12730788295447,72.57487994972941,91.31263722,1,5,281,87.47625504738855,68.58014583961291,0,65.22288614298427,53.444339475703785,No,5.7,0.9,Not Placed,0
60,21,Male,6.96,CSE,Tier 2,2,1,5,81.17192391580684,74.67468451,46.80740200232129,63.25191644206007,1,2,151,66.09655423574698,93.30014189884801,1,100,56.31593301,No,7.2,2.2,Placed,14.18
61,23,Male,7.95,ECE,Tier 3,2,3,3,62.19601751474839,86.19810503539784,73.22422709,66.77418357,0,6,406,64.29022223957573,87.43662664645534,0,82.65006719897306,36.48965455149761,Yes,7.6,4.5,Placed,13.1
62,19,Male,7.93,IT,Tier 2,1,2,2,80.64045785900711,50.495194005250625,53.38816851357184,52.32760170030394,1,2,760,87.13231571015764,82.02253564523056,1,66.95563810068944,42.75543075177986,No,7.8,3.3,Placed,16.08
63,19,Male,7.92,Civil,Tier 2,4,1,0,45.37095339913718,62.307601369853856,55.68137354108043,50.92339344201599,2,3,632,50.655220447742046,94.20818411483671,0,59.313038913562046,52.75527318245156,Yes,6.6,3.6,Not Placed,0
64,18,Male,7.89,ECE,Tier 2,1,4,3,59.41198861129085,79.75905215214605,54.511900956792786,77.486152,0,4,720,89.34773704304044,93.12207658336438,0,88.42886394713292,28.86718918571653,Yes,6.5,3.7,Placed,12.68
65,19,Male,7.53,Mechanical,Tier 1,1,2,1,70.06733306567988,56.38691217403509,95.27987753222675,46.34503059,1,2,459,82.97887183993276,76.90340924908925,0,92.73519347141769,45.80469327916176,No,6.3,6.4,Placed,13.39
66,22,Male,7.96,CSE,Tier 3,1,4,3,71.37861366622447,75.90174209753172,58.792421823693836,66.33027652533616,0,1,446,74.93292396,80.89199048309302,1,27.533428730859157,68.46606350799783,No,6.6,1.8,Not Placed,0
67,19,Female,6.6,CSE,Tier 3,0,0,0,60.96265810927914,49.97885775,59.06281543598552,73.90957543992683,2,5,650,100,82.50666720412426,1,36.56005044045328,66.01675801141064,No,9.6,2.2,Placed,11.03
68,21,Male,6.91,EEE,Tier 2,0,4,1,32.78808768869603,52.79226240896364,64.78432599,53.52097821812098,1,1,565,76.66878734743192,95.94314791355535,0,84.26790624595078,0,Yes,3.2,2.6,Not Placed,0
69,21,Male,8.26,EEE,Tier 3,3,2,0,67.88642282908216,92.92938590211577,79.54420118842359,69.69581259988844,2,1,205,73.55768898111975,100,2,46.73807827414147,39.19251306615231,Yes,5.9,6.7,Not Placed,0
70,24,Male,6.51,CSE,Tier 1,3,1,4,40.80392937787409,80.32134004472044,75.15436476248361,75.58819991068356,1,6,369,64.23779930873859,82.09649298,0,62.34851469518805,84.10421854301455,No,6.2,3.7,Placed,11.18
71,21,Female,7.12,ECE,Tier 2,1,3,1,74.45145674284997,83.74425639313762,85.91201793761485,70.83370716405278,1,6,664,71.00977424065654,81.38157938305007,0,77.50430675566284,31.854182547976144,No,7.3,0.5,Placed,13.09
72,24,Male,7.28,CSE,Tier 2,2,7,3,73.67949425822714,46.309311596020514,56.78722948253891,74.01405930663717,0,3,916,70.43702113,72.68895745552625,0,77.94115468442529,64.98214616983441,No,5.2,1.1,Placed,13.2
73,21,Male,7.57,ECE,Tier 2,1,3,0,100,65.10239585838794,74.01359754653032,87.16892669995178,0,3,64,65.27862193934692,78.30800427,0,38.25708805790798,38.12272258793716,Yes,7.4,1.2,Placed,13.13
74,22,Male,8.25,CSE,Tier 2,1,6,1,97.75034371747986,55.68958223743341,71.43929966085726,57.519459408913704,2,6,739,66.35418091363002,93.70526605371263,1,47.87815897065761,23.680891744345338,Yes,5.2,3.4,Not Placed,0
75,24,Male,6.71,IT,Tier 2,1,3,4,61.76448211961474,79.08716885709836,84.48742355630199,77.23214747001234,4,3,317,68.60573623425151,68.06707235691664,2,54.36432578305128,38.91245012426282,Yes,5.9,0.5,Placed,12.05
76,20,Female,5.55,CSE,Tier 1,1,6,0,69.96344125501427,67.75037791632279,79.9809687,75.48895658380373,1,2,845,65.11509385013404,84.76501285707802,0,57.86472784500872,36.27145218,No,5.7,3.6,Not Placed,0
77,23,Female,9.02,IT,Tier 2,2,2,2,84.10875359929456,66.30181893239255,66.09876767570287,45.636789910237965,2,3,926,72.43528042744941,87.46132178342198,1,83.13197732423714,69.08407189528391,No,6,5.2,Not Placed,0
78,18,Female,6.81,IT,Tier 3,1,7,2,70.41247853511801,68.69718497543988,71.88592986821503,57.76520679433065,1,5,942,53.08727386229106,86.54585690739478,0,56.605524898321015,53.563784968340315,Yes,9.7,4.1,Placed,14.18
79,21,Male,7.97,Mechanical,Tier 2,2,1,2,72.10974847,54.57614648062135,58.061984172911174,88.13005475567978,0,4,573,63.2557829,86.97550209086249,0,62.15632014705938,13.060101849375023,Yes,6.9,1.3,Not Placed,0
80,19,Female,6.99,Mechanical,Tier 1,2,3,1,76.07524491553164,71.83634433085851,74.84673374957589,75.43417619676995,0,4,359,63.98107997065542,89.36227502945722,0,80.79883093227426,15.91390233526495,Yes,5.1,3.6,Not Placed,0
81,21,Female,8.11,Mechanical,Tier 2,2,1,2,72.58638752601877,98.64522773852441,48.17260744581203,90.59089919802223,2,4,795,63.12353792,84.59178667660561,0,71.16613776640469,56.93441959526045,No,6.6,1.6,Placed,13.9
82,19,Male,7.65,CSE,Tier 3,2,3,3,48.63440955254764,62.712286310007414,85.35123246702874,68.01037365625885,2,5,949,68.83808105457521,85.11211765267404,1,27.650746657171283,62.52649259770064,Yes,5.3,5.1,Placed,11.57
83,23,Male,8.14,CSE,Tier 2,2,2,2,64.39843695222217,50.76212975923078,53.181699384903474,71.22282695698777,0,4,982,56.90298606251479,82.66902253815714,0,56.59518235209328,91.28751875939037,No,9.1,1.6,Placed,12.25
84,23,Male,6.45,IT,Tier 2,2,3,0,67.99415908300344,60.76231167062094,78.43002852,62.96606033881754,1,3,263,86.49700331505355,85.3148754,0,58.168637911071364,61.86484856243885,Yes,7.3,4,Not Placed,0
85,23,Male,8.87,Civil,Tier 2,2,6,0,63.924228324261584,75.82352930542406,86.27541810562674,72.16684499923909,1,2,242,69.25505562926537,84.08503796063239,0,36.86836407449242,79.60230518253874,No,7.3,5.2,Placed,14.7
86,19,Male,7.33,IT,Tier 1,2,3,1,71.53128621634694,63.97366899773842,92.14766587097766,98.95092367344922,0,6,109,86.33962407729409,98.44587836582221,0,76.67025787493445,49.26643970301882,Yes,8.7,4,Not Placed,0
87,21,Male,7.91,IT,Tier 2,0,6,6,70.08968017959458,86.82120827,74.41298438203918,41.725799700322156,1,1,920,79.55914241855632,85.82781179015143,0,33.35890024843647,73.84528405846183,Yes,6.9,4.3,Placed,14.62
88,23,Female,8.3,IT,Tier 2,1,5,1,53.09634753357709,69.09297450213899,75.08268647452373,75.67123528803644,1,6,745,60.04808512451159,79.66708664775183,1,70.83559838209945,40.641877212645994,Yes,3.8,3.4,Placed,13.31
89,22,Male,10,EEE,Tier 2,0,5,3,55.024097008532266,66.74098344908667,46.23880114790343,65.04455875050942,1,4,812,81.88257242246084,81.91789388437344,1,59.02540125,55.099091056785625,No,8.2,2.4,Not Placed,0
90,24,Male,7.82,CSE,Tier 3,1,4,1,66.21996678987023,100,67.11947108949082,95.61961203486966,0,5,212,50.250417802476235,99.16251410031573,0,62.52911687603201,71.42406029097492,No,7.6,3.1,Placed,12.6
91,19,Male,7.79,Mechanical,Tier 2,1,3,3,51.931571481533815,67.79761597526328,86.56071452385174,52.52615916834663,0,4,393,52.56342723493269,100,0,53.86259516083389,65.61445782030822,No,8,5.4,Not Placed,0
92,19,Male,8.07,Civil,Tier 2,2,4,3,64.53363276970984,91.22600853,84.93942136268957,64.32582024131375,1,5,579,56.019010239223874,78.34642282344662,0,42.200646767973716,23.252700622199292,No,8.9,3,Not Placed,0
93,21,Male,9.04,Mechanical,Tier 2,1,4,3,49.835966031754324,75.78016968741306,77.25044257475494,62.78037170277198,0,4,609,69.08827463381152,92.50047653059775,1,40.29519130009646,56.115199529147475,No,5.4,6.3,Placed,14.15
94,19,Male,8.25,Mechanical,Tier 1,2,3,1,50.91175875901897,46.187348084047414,65.81000405733357,61.31463827,2,4,508,74.62105556794631,89.62782544126493,0,83.19254840597735,47.67631603618825,No,6.6,0.9,Placed,14.58
95,19,Female,8.83,CSE,Tier 2,4,6,2,62.21502236779442,60.47865863823283,77.02725259346903,63.645524620760774,2,6,689,98.99029216655784,80.93203233630159,1,50.79033651722598,36.80079858452449,No,7.7,2.4,Not Placed,0
96,23,Female,7.79,ECE,Tier 3,3,4,2,75.85741567123911,62.99126126994158,48.75619189065304,72.98413372948801,0,7,669,76.78276171831588,87.54467462,0,52.43505358474255,46.393084781156944,No,6.3,7.5,Placed,15.12
97,21,Male,7.98,ECE,Tier 3,1,7,2,64.72151680026742,63.11561797469681,74.80549614,55.54542853845779,1,4,78,66.18295315628197,68.37440636,0,65.31262369757816,41.68922508923134,No,7.5,6.5,Placed,11.55
98,23,Female,7.51,ECE,Tier 2,0,2,1,91.30099842,51.87972221392438,68.25584919670492,62.942814974397386,0,8,893,88.50447247783958,90.02001308,2,23.99058764314067,52.03834708271365,Yes,8.9,3.9,Not Placed,0
99,24,Male,8.92,Mechanical,Tier 2,0,2,0,71.70989474175998,64.14258215436114,67.80584492,51.58391856634958,3,9,578,91.29593306904171,100,0,55.55780771689696,79.45493819170164,No,9,4.2,Placed,14.58
100,24,Male,6.92,CSE,Tier 2,2,2,0,41.514774145981605,47.25082418814671,49.18405211703035,47.58228542165766,2,3,458,61.075733442102205,67.48848632710167,1,67.62170206183248,41.17177925435473,No,7.7,2.8,Not Placed,0
101,23,Male,6.29,IT,Tier 3,0,7,2,61.75400265338168,73.98204301904076,44.70533025309976,91.68533486,1,3,955,90.24525240597396,88.65526007,1,44.58434730889801,50.291381678551986,Yes,7.5,3.2,Placed,12.07
102,24,Female,7.89,Mechanical,Tier 2,1,3,5,48.39561375648958,55.04500499326421,51.44655132605129,67.72272115,1,3,667,70.45482371116613,90.04470862319931,0,69.80265232509977,47.31037874053081,Yes,10,0.9,Placed,11.5
103,21,Female,7.55,Mechanical,Tier 2,0,3,3,75.62562494170129,58.467147393064785,100,83.31332600075281,1,0,466,84.80166483,80.82285103912814,0,74.91765301812006,65.61897980568354,Yes,7.4,3.2,Not Placed,0
104,18,Female,7.29,IT,Tier 3,2,4,0,61.47031141304786,73.91150542550301,56.157763063064635,77.76387289990919,1,4,272,89.87548471100598,61.60835567859189,0,68.21699552252232,50.188709219368995,No,5.4,5.2,Not Placed,0
105,23,Female,9.26,CSE,Tier 2,5,4,4,51.69794161087088,84.58455625000555,60.976550463707895,68.06904445,0,5,546,87.19613489829851,84.03061826823382,0,58.34422321756619,48.775099424140336,No,5.7,1.7,Placed,17.35
106,22,Female,6.87,ECE,Tier 2,0,3,2,56.629483357956836,74.00358113989444,63.509419936581764,74.74810431710195,2,2,818,81.48278613287228,100,1,58.93443070208604,36.24878050895107,No,5.5,4.8,Not Placed,0
107,22,Female,5.73,CSE,Tier 1,2,4,0,70.77610371952635,48.25871433025907,95.76196452153413,49.86779653500907,0,4,172,75.60822934048944,79.12908406211908,1,89.05591127343764,42.882054893295276,No,8.9,2,Placed,13.87
108,19,Male,6.96,ECE,Tier 3,1,3,0,92.82849441461892,38.76538166,64.30051678301149,80.38506634081088,0,9,876,78.28166872,82.47287838995761,0,72.32161418612228,84.76607657,No,6.1,5.2,Placed,15.68
109,24,Female,8.1,EEE,Tier 3,3,1,4,86.23774906,77.80185480020567,51.80450306413658,37.32503664940021,1,5,268,79.78760338084919,87.80703096150914,0,60.81656362318566,34.79165984321133,Yes,8.8,2.7,Not Placed,0
110,22,Female,8.78,CSE,Tier 3,0,5,1,54.267375892208975,63.57081520898847,66.49285256440164,74.00765370591486,1,5,157,69.47439118419557,66.77220091772874,0,65.29119710843116,27.900656927939373,No,8,4.4,Not Placed,0
111,19,Female,8.67,CSE,Tier 2,3,4,1,74.42349276788123,65.70693098110121,88.49456391472539,80.55517945775063,1,5,964,71.78265351,78.67642314909038,1,97.42537328349371,52.709862144526845,Yes,7.3,4,Not Placed,0
112,18,Male,7.56,CSE,Tier 2,3,4,0,72.12590619075685,58.51619443741412,78.30625245432527,50.133995023159656,3,5,170,51.805386150160096,77.40854473223543,1,39.295077244014806,43.97649697315579,No,8.3,2,Placed,14.43
113,21,Male,7.52,Mechanical,Tier 2,2,3,0,63.424850493848695,53.11145475211247,56.84345355495119,53.50224262512258,0,2,849,64.65820106871018,87.30280234360659,0,73.99956219527772,78.30251786239305,No,8.6,4.3,Placed,12.94
114,21,Female,7.97,IT,Tier 1,1,3,0,78.08545039,43.17868310962824,50.58796936277609,68.8602186,2,5,952,61.31552028682178,85.12478845409296,2,84.64316823516613,69.07221710002632,No,8,4.2,Not Placed,0
115,21,Male,8.17,Mechanical,Tier 2,2,2,1,70.84399852859964,72.80411706717302,66.22624168674156,56.05097977775169,2,5,963,71.08302825,69.58898207930935,0,30.323981186096777,57.82172498232945,No,6.6,2,Not Placed,0
116,22,Female,8.41,CSE,Tier 2,3,2,0,100,78.45622185358332,22.291072594290938,87.56696022236937,0,7,163,64.09171273056086,83.66053804599449,0,94.26475585338943,37.92885202792907,No,8,5.1,Not Placed,0
117,18,Male,7.25,CSE,Tier 2,1,4,2,74.07143229481798,54.68555710867348,53.59409032694643,69.73329865705071,2,3,909,74.41293603775695,90.13040572,1,41.57669047237215,30.197470584104057,No,4.9,5.5,Placed,14.59
118,22,Female,6.8,CSE,Tier 2,0,2,4,76.08316236553931,91.52058899003349,69.60075490324058,55.69988099782948,1,6,772,67.29027147105222,97.14402416,2,94.71404936106191,42.92650654747165,Yes,7.4,2.9,Placed,14.07
